"id"	"status"	"address"	"attributesDefinitionId"	"surveyLevel"	"surveyedAt"	"createdAt"	"updatedAt"	"yearBuilt"	"smithsonianNumber"	"city"	"township"	"range"	"section"	"legalDescription"	"additionName"	"block"	"lot"	"platYear"	"utmEasting"	"utmNorthing"	"streetNumber"	"streetName"	"streetDirection"	"surveyor"	"additionalNeeded"	"quarterSection"	"quarterQuarterSection"	"regionName"	"General Architectural Notes"	"Historical Notes"	"Historic Name"	"Year Built"	"Year Built Source"	"Architect"	"Architect Source"	"Builder"	"Builder Source"	"Original Owner"	"Original Owner Source"	"Historical Background"	"Sources of Information"	"Period of Significance"	"Statement of Significance"	"Assessment of Integrity"	"NR District Potential"	"Building Plan"	"Roof Features"	"Additional Cladding"	"Alteration-Other"	"Local Evaluation - Individual"	"Local Criteria"	"Local Evaluation - District"	"NR Evaluation - Individual"	"NR Evaluation - District"	"NR Areas of Significance"	"NR Criteria"	"Original Use"	"Current Use"	"Stories"	"Building Category"	"Building Form"	"Architectural Style"	"Setting"	"Landscape Features"	"Roof Type"	"Roof Materials"	"Primary Cladding"	"Wall Features"	"Alterations-Additions"	"Alterations-Entrances"	"Alterations-Roof"	"Alterations-Cladding"	"Alterations-Windows"	"Alteration Level"	"Integrity Rating"	"Associated Building and Objects"	"Window"	"Entrance"
”DIS.6751"	"REPORTED"	"4051 N BRYANT ST"	"6"	"Basic Survey"	"1629216881"	"1628024908"	"1744655873"	"1926"	"5DV.48027"	"Denver"	"3S"	"68W"	"20"	"N 37 1/2 FT OF S 149 1/2 FT OF E 125 FT OF L 1 BLK 19 PERRINS SUB"	"PERRIN'S SUB"	""	""	"1889"	"498349.89153000000"	"4402529.46087000000"	"4051"	"BRYANT"	"N"	"Patrick Salazar"	"false"	"null"	"null"	"Sunnyside"	"Pebble dash stucco"																												"Domestic – Single Dwelling"	"Domestic – Single Dwelling"	"1"	"Residential"	"Bungalow"	"Craftsman"	"Set Back from Sidewalk"	"Fence - Front; Fence - Left Side; Fence - Rear; Fence - Right Side; Walkway - Concrete; Wall - Retaining"	"Cross Gable"	"Shingles - Asphalt"	"Stucco - Historic"	"Shingles in Gable - Decorative; Foundation - Not Visible"	"None Visible"	"None Visible"	"None Visible"	"None Visible"	"None Visible"	"5 - Not Altered"	"5 - Not Altered"		" Window 1: Window Type: Double/Single Hung; Window Features: None  |  Window 2: Window Type: Double/Single Hung; Window Features: Paired Windows "	" Entrance 1: Entrance Type: Porch - Full Width - Projecting; Entrance Location: Front Facade "
”DIS.5052"	"REPORTED"	"4568 N BRYANT ST"	"6"	"Basic Survey"	"1621618383"	"1621282064"	"1744656162"	"1922"	"5DV.45972"	"Denver"	"3S"	"68W"	"20"	"ZIEHL & MCLAINS ADDITION B2 L12 & 13"	"Ziehl And McLain's Addition to the City of Denver"	""	""	"1901"	"498365.56019100000"	"4403263.46613000000"	"4568"	"BRYANT"	"N"	"Yolita Rausche"	"false"	"null"	"null"	"Sunnyside"	"Similar to 4560 - same builder. Spider brick or fire brick pattern - bricks are scored with a type of swirled pattern. "	"Owner has deeds from her researched house. "																											"Domestic – Single Dwelling"	"Domestic – Single Dwelling"	"1"	"Residential"	"Bungalow"	"Craftsman"	"Set Back from Sidewalk"	"Denver Roll; Walkway - Concrete; Fence - Rear"	"Side Gable"	"Shingles - Asphalt"	"Brick"	"Brick - Polychromatic; Foundation - Brick; Gable Vents; Rowlock Course; Shingles in Gable - Plain; Brick - Corbeled"	"None Visible"	"None Visible"	"None Visible"	"None Visible"	"None Visible"	"5 - Not Altered"	"5 - Not Altered"	" Associated Building and Objects 1: Building/Object Type: Garage - Detached "	" Window 1: Window Type: Double/Single Hung; Window Features: Rowlock Sill  |  Window 2: Window Type: Double/Single Hung; Window Features: Paired Windows - Rowlock Sill  |  Window 3: Window Type: Fixed; Window Features: Rowlock Sill  |  Window 4: Window Type: Fixed; Window Features: Divided Lights - All - Paired Windows "	" Entrance 1: Entrance Type: Porch - Full Width - Projecting; Entrance Location: Front Facade "
”DIS.7186"	"REPORTED"	"4326 N FEDERAL BLVD"	"6"	"Basic Survey"	"1630428813"	"1629479094"	"1744656858"	"1919"	"5DV.48448"	"Denver"	"3S"	"68W"	"20"	"KEY & OLDENS RESUB OF B6 PERRINS SUB L26 & N/2 OF L27"	"Key and Oldens Resubdivision of Block No. 6 Perrins Subdivision"	""	""	"1890"	"497871.68286700000"	"4402885.04833000000"	"4326"	"FEDERAL"	"N"	"Judy Gordon"	"false"	"null"	"null"	"Sunnyside"																													"Domestic – Single Dwelling"	"Domestic – Single Dwelling"	"1-1/2"	"Residential"	"Bungalow"	"Craftsman"	"Set Back from Sidewalk"	"Fence - Left Side; Fence - Rear; Fence - Right Side; Walkway - Concrete; Wall - Retaining"	"Side Gable"	"Shingles - Asphalt"	"Brick"	"Foundation - Not Visible; Half-Timbering"	"None Visible"	"None Visible"	"None Visible"	"None Visible"	"None Visible"	"5 - Not Altered"	"5 - Not Altered"		" Window 1: Window Type: Double/Single Hung; Window Features: Cottage Window - Divided Lights - Some - Stone Sill  |  Window 2: Window Type: Fixed - Casement; Window Features: Stone Sill - Tripartite Window - Divided Lights - Some  |  Window 3: Window Type: Double/Single Hung; Window Features: Cottage Window - Stone Sill - Tripartite Window - Divided Lights - Some  |  Window 4: Window Type: Casement; Window Features: Dormer Window - Paired Windows - Divided Lights - All  |  Window 5: Window Type: Double/Single Hung; Window Features: Cottage Window - Paired Windows - Stone Sill - Divided Lights - Some  |  Window 6: Window Type: Casement; Window Features: Divided Lights - All - Stone Sill "	" Entrance 1: Entrance Type: Porch - Full Width - Projecting; Entrance Location: Front Facade "
”DIS.7082"	"REPORTED"	"4317 N CLAY ST"	"6"	"Basic Survey"	"1631201332"	"1629479094"	"1744659058"	"1928"	"5DV.48344"	"Denver"	"3S"	"68W"	"20"	"N 50FT OF S 162FT OF E 125FT OF L 4 BLK 4 PERRINS SUB"	"Perrins Subdivision"	""	""	"1899"	"498222.69443800000"	"4402875.17874000000"	"4317"	"CLAY"	"N"	"Cindy Wolf"	"false"	"null"	"null"	"Sunnyside"																													"Domestic – Single Dwelling"	"Domestic – Single Dwelling"	"1"	"Residential"	"Bungalow"	"Craftsman"	"Set Back from Sidewalk"	"Fence - Rear; Walkway - Concrete; Denver Roll"	"Cross Hip-on-Gable"	"Shingles - Asphalt"	"Brick"	"Belt Course; Brick - Polychromatic; Brick - Patterned; Foundation - Not Visible"	"None Visible"	"None Visible"	"None Visible"	"None Visible"	"None Visible"	"5 - Not Altered"	"5 - Not Altered"	" Associated Building and Objects 1: Building/Object Type: Garage - Detached "	" Window 1: Window Type: Double/Single Hung; Window Features: Divided Lights - Some - Rowlock Sill  |  Window 2: Window Type: Fixed; Window Features: Divided Lights - All - Decorative Surround  |  Window 3: Window Type: Double/Single Hung; Window Features: Decorative Surround - Divided Lights - Some - Paired Windows - Rowlock Sill  |  Window 4: Window Type: Fixed; Window Features: Decorative Surround - Divided Lights - All - Rowlock Sill  |  Window 5: Window Type: Unknown Window Type; Window Features: Decorative Surround "	" Entrance 1: Entrance Type: Porch - Full Width - Projecting; Entrance Location: Front Facade "
”DIS.7468"	"REPORTED"	"4003 N NAVAJO ST"	"6"	"Basic Survey"	"1632242448"	"1631052490"	"1744058580"	"1924"	"5DV.49027"	"Denver"	"3S"	"68W"	"21"	"DOWNINGS ADD TO NORTH DENVER B15 L16 & 17"	"Downings Addition to North Denver"	""	""	"1871"	"499615.31724000000"	"4402450.29598000000"	"4003"	"NAVAJO"	"N"	"Suzy LaViolette"	"false"	"null"	"null"	"Sunnyside"	"Owner says horse stable in back (in process of being rebuilt)"																				"All windows original, some painted panes"								"Domestic – Single Dwelling"	"Domestic – Single Dwelling"	"1"	"Residential"	"Bungalow"	"Craftsman"	"Set Back from Sidewalk; Corner"	"Fence - Rear; Walkway - Concrete; Wall - Retaining"	"Side Gable"	"Shingles - Asphalt"	"Brick"	"Belt Course; Brick - Corbeled; Brick - Patterned; Foundation - Not Visible; Half-Timbering; Masonry Bay"	"None Visible"	"None Visible"	"None Visible"	"None Visible"	"None Visible"	"5 - Not Altered"	"5 - Not Altered"	" Associated Building and Objects 1: Building/Object Notes: Old horse stable; Building/Object Type: Other Associated Building or Object "	" Window 1: Window Type: Double/Single Hung; Window Features: Stone Sill  |  Window 2: Window Type: Fixed; Window Features: Dormer Window - Divided Lights - All  |  Window 3: Window Type: Fixed; Window Features: Divided Lights - All - Stone Sill  |  Window 4: Window Type: Double/Single Hung; Window Features: Stone Sill - Tripartite Window "	" Entrance 1: Entrance Type: Porch - Full Width - Projecting; Entrance Location: Front Facade  |  Entrance 2: Entrance Type: Stoop - High; Entrance Location: Rear "
”DIS.7103"	"REPORTED"	"4158 N DECATUR ST"	"6"	"Basic Survey"	"1629822631"	"1629479094"	"1744661006"	"1925"	"5DV.48365"	"Denver"	"3S"	"68W"	"20"	"L 1 & 2 BLK 16 BOULEVARD HEIGHTS SECOND FILING"	"Boulevard Heights 2nd Filing being a Resubdivision of Blocks 9, 16, 17, and 18 of Perrin's Subdivision"	""	""	"1889"	"498133.82543100000"	"4402670.60703000000"	"4158"	"DECATUR"	"N"	"Judy Gordon"	"false"	"null"	"null"	"Sunnyside"	"Stucco in gable has pebbles/stones in it"	"Safe from house's construction still in basement. Also has original stove in kitchen according to homeowner."																			"1 window replaced - all other windows are original."								"Domestic – Single Dwelling"	"Domestic – Single Dwelling"	"1-1/2"	"Residential"	"Bungalow"	"Craftsman"	"Corner; Set Back from Sidewalk"	"Driveway - Solid; Fence - Rear; Walkway - Concrete; Built-In Planters"	"Hip-on-Gable"	"Shingles - Asphalt"	"Brick"	"Belt Course; Brick - Polychromatic; Brick - Patterned; Foundation - Not Visible; Masonry Bay"	"None Visible"	"None Visible"	"None Visible"	"None Visible"	"None Visible"	"5 - Not Altered"	"5 - Not Altered"	" Associated Building and Objects 1: Building/Object Type: Garage - Detached "	" Window 1: Window Type: Double/Single Hung; Window Features: Paired Windows - Rowlock Sill  |  Window 2: Window Type: Fixed; Window Features: Divided Lights - All  |  Window 3: Window Type: Fixed; Window Features: Rowlock Sill  |  Window 4: Window Type: Double/Single Hung; Window Features: Divided Lights - Some - Rowlock Sill - Stained/Leaded Glass - Tripartite Window  |  Window 5: Window Features: Dormer Window - Divided Lights - All; Window Type: Fixed "	" Entrance 1: Entrance Type: Porch - Full Width - Projecting; Entrance Location: Front Facade "
”DIS.4637"	"REPORTED"	"4765 N ELIOT ST"	"6"	"Basic Survey"	"1620150383"	"1620086249"	"1744662112"	"1928"	"5DV.45567"	"DENVER"	"3S"	"68W"	"20"	"TERRE BONNE B1 L14"	"TERRE BONNE (Blocks 1 and 2)"	""	""	"1925"	"497926.6205"	"4403714.01"	"4765"	"ELIOT"	"N"	"Cindy Wolf"	"false"	"null"	"null"	"Sunnyside"																													"Domestic – Single Dwelling"	"Domestic – Single Dwelling"	"1"	"Residential"	"Bungalow"	"Craftsman"	"Set Back from Sidewalk"	"Built-In Planters; Fence - Rear; Walkway - Concrete"	"Cross Gable"	"Shingles - Asphalt"	"Brick"	"Brick - Polychromatic; Brick - Corbeled; Foundation - Brick; Half-Timbering; Gable Vents"	"None Visible"	"None Visible"	"None Visible"	"None Visible"	"None Visible"	"5 - Not Altered"	"5 - Not Altered"	" Associated Building and Objects 1: Building/Object Type: Garage - Detached "	" Window 1: Window Type: Double/Single Hung; Window Features: Rowlock Sill  |  Window 2: Window Type: Double/Single Hung; Window Features: Divided Lights - Some - Paired Windows - Rowlock Sill  |  Window 3: Window Type: Fixed; Window Features: Divided Lights - All - Rowlock Sill  |  Window 4: Window Type: Hopper/Awning; Window Features: None "	" Entrance 1: Entrance Type: Porch - Partial Width - Projecting; Entrance Location: Front Facade "
”DIS.6710"	"REPORTED"	"3946 N ALCOTT ST"	"6"	"Basic Survey"	"1629214850"	"1628024908"	"1744497868"	"1923"	"5DV.47986"	"Denver"	"3S"	"68W"	"20"	"L 4 & S1/2 OF 3 BLK 22 PERRINS SUB RES OF L 2"	"RESUBDIVISION OF LOT 2, BLOCK 22, PERRIN'S SUBDIVISION"	""	""	"1923"	"498530.84661500000"	"4402383.83201000000"	"3946"	"ALCOTT"	"N"	"Jake Wilkes"	"false"	"null"	"null"	"Sunnyside"																													"Domestic – Single Dwelling"	"Domestic – Single Dwelling"	"1"	"Residential"	"Bungalow"	"Craftsman"	"Set Back from Sidewalk"	"Fence - Rear; Fence - Right Side; Walkway - Concrete"	"Front Gable"	"Shingles - Asphalt"	"Brick"	"Brick - Patterned; Foundation - Not Visible; Belt Course"	"None Visible"	"None Visible"	"None Visible"	"None Visible"	"None Visible"	"5 - Not Altered"	"5 - Not Altered"	" Associated Building and Objects 1: Building/Object Type: Garage - Detached "	" Window 1: Window Type: Double/Single Hung; Window Features: Paired Windows - Rowlock Sill - Divided Lights - Some  |  Window 2: Window Type: Fixed; Window Features: Rowlock Sill  |  Window 3: Window Type: Double/Single Hung; Window Features: Rowlock Sill - Divided Lights - Some  |  Window 4: Window Type: Casement; Window Features: Rowlock Sill  |  Window 5: Window Type: Fixed; Window Features: None "	" Entrance 1: Entrance Type: Porch - Partial Width - Projecting; Entrance Location: Front Facade "
”DIS.5658"	"REPORTED"	"4314 N WYANDOT ST"	"6"	"Basic Survey"	"1624295063"	"1623193665"	"1744405423"	"1926"	"5DV.46570"	"Denver"	"3S"	"68W"	"21"	"L 19 & S 1/2 OF L 20 BLK 1 EARL M HOWLANDS ADD"	"EARL M. HOWLAND'S ADDITION"	""	""	"1925"	"498764.71041100000"	"4402862.44405000000"	"4314"	"WYANDOT"	"N"	"Chris Geddes"	"false"	"null"	"null"	"Sunnyside"																													"Domestic – Single Dwelling"	"Domestic – Single Dwelling"	"1"	"Residential"	"Bungalow"	"Craftsman"	"Set Back from Sidewalk"	"Walkway - Concrete; Fence - Rear"	"Side Gable"	"Shingles - Asphalt"	"Brick"	"Brick - Polychromatic; Foundation - Not Visible; Brick - Corbeled"	"None Visible"	"None Visible"	"None Visible"	"None Visible"	"None Visible"	"5 - Not Altered"	"5 - Not Altered"	" Associated Building and Objects 1: Building/Object Type: Garage - Detached "	" Window 1: Window Type: Casement; Window Features: Decorative Surround - Paired Windows - Rowlock Sill - Divided Lights - All  |  Window 2: Window Type: Double/Single Hung; Window Features: Divided Lights - Some - Rowlock Sill  |  Window 3: Window Type: Fixed; Window Features: Rowlock Sill  |  Window 4: Window Type: Fixed; Window Features: Divided Lights - All - Rowlock Sill  |  Window 5: Window Type: Double/Single Hung; Window Features: Divided Lights - Some - Paired Windows - Rowlock Sill "	" Entrance 1: Entrance Type: Porch - Partial Width - Projecting; Entrance Location: Front Facade "
”DIS.5503"	"REPORTED"	"4659 N WYANDOT ST"	"6"	"Basic Survey"	"1623171754"	"1622155504"	"1744405405"	"1923"	"5DV.46417"	"Denver"	"3S"	"68W"	"21"	"N 50FT OF E 125FT OF L 1 BLK 18 N HIGHLANDS"	"North Highlands"	""	""	"1873"	"498754.42551200000"	"4403475.42279000000"	"4659"	"WYANDOT"	"N"	"Yolita Rausche"	"false"	"null"	"null"	"Sunnyside"																													"Domestic – Single Dwelling"	"Domestic – Single Dwelling"	"1"	"Residential"	"Bungalow"	"Craftsman"	"Corner; Set Back from Sidewalk"	"Driveway - Solid; Fence - Rear; Walkway - Concrete"	"Hip-on-Gable"	"Shingles - Asphalt"	"Stucco - Historic"	"Foundation - Not Visible; Gable Vents; Shingles in Gable - Plain; Masonry Bay"	"None Visible"	"None Visible"	"None Visible"	"None Visible"	"None Visible"	"5 - Not Altered"	"5 - Not Altered"	" Associated Building and Objects 1: Building/Object Type: Garage - Detached "	" Window 1: Window Type: Double/Single Hung; Window Features: Divided Lights - Some - Rowlock Sill  |  Window 2: Window Type: Double/Single Hung; Window Features: Divided Lights - Some - Stone Sill  |  Window 3: Window Type: Fixed; Window Features: Stained/Leaded Glass  |  Window 4: Window Type: Double/Single Hung; Window Features: Divided Lights - Some - Paired Windows "	" Entrance 1: Entrance Type: Porch - Full Width - Projecting; Entrance Location: Front Facade "
”DIS.5717"	"REPORTED"	"4311 N PECOS ST"	"6"	"Basic Survey"	"1624724268"	"1624464515"	"1744062780"	"1933"	"5DV.46618"	"Denver"	"3S"	"68W"	"21"	"N 7.5FT OF L 17 ALL L 18 & S 1/2 OF L 19 BLK 1 HUMPHREYS ADD"	"Humphrey's Addition"	""	""	"1889"	"499425.36846500000"	"4402852.09859000000"	"4311"	"PECOS"	"N"	"Dianna Litvak"	"false"	"null"	"null"	"Sunnyside"																													"Domestic – Single Dwelling"	"Domestic – Single Dwelling"	"1"	"Residential"	"Bungalow"	"Craftsman"	"Set Back from Sidewalk"	"Fence - Rear; Wall - Retaining; Walkway - Concrete"	"Hip-on-Gable"	"Shingles - Asphalt"	"Brick"	"Belt Course; Brick - Patterned; Foundation - Not Visible; Half-Timbering; Gable Vents"	"None Visible"	"None Visible"	"None Visible"	"None Visible"	"None Visible"	"5 - Not Altered"	"5 - Not Altered"	" Associated Building and Objects 1: Building/Object Type: Accessory Dwelling Unit (ADU) "	" Window 1: Window Type: Double/Single Hung; Window Features: Rowlock Sill - Paired Windows  |  Window 2: Window Type: Double/Single Hung; Window Features: Rowlock Sill  |  Window 3: Window Type: Hopper/Awning; Window Features: Rowlock Sill "	" Entrance 1: Entrance Type: Porch - Full Width - Projecting; Entrance Location: Front Facade "
”DIS.5072"	"REPORTED"	"4536 N ALCOTT ST"	"6"	"Basic Survey"	"1621962130"	"1621282064"	"1744650631"	"1911"	"5DV.45992"	"Denver"	"3S"	"68W"	"20"	"ZIEHL & MCLAINS ADDITION B5 L6 & N/2 OF L7"	"Ziehl And McLain's Addition to the City of Denver"	""	""	"1901"	"498562.55088000000"	"4403173.75180000000"	"4536"	"ALCOTT"	"N"	"Charlotte Willard"	"false"	"null"	"null"	"Sunnyside"		"Gray/green blazed brick foundation"																											"Domestic – Single Dwelling"	"Domestic – Single Dwelling"	"1"	"Residential"	"Bungalow"	"Craftsman"	"Set Back from Sidewalk"	"Fence - Front; Fence - Left Side; Fence - Right Side; Walkway - Concrete; Denver Roll"	"Front Gable"	"Shingles - Asphalt"	"Brick"	"Belt Course; Brick - Polychromatic; Foundation - Not Visible; Shingles in Gable - Plain"	"None Visible"	"None Visible"	"None Visible"	"None Visible"	"None Visible"	"5 - Not Altered"	"5 - Not Altered"		" Window 1: Window Type: Fixed; Window Features: Divided Lights - Some - Stone Sill  |  Window 2: Window Type: Fixed; Window Features: Decorative Surround - Divided Lights - Some - Paired Windows  |  Window 3: Window Type: Fixed; Window Features: Divided Lights - Some - Paired Windows  |  Window 4: Window Type: Double/Single Hung; Window Features: Divided Lights - Some - Stone Sill  |  Window 5: Window Type: Double/Single Hung; Window Features: Paired Windows - Rowlock Sill - Divided Lights - Some  |  Window 6: Window Type: Double/Single Hung; Window Features: Stone Sill  |  Window 7: Window Type: Double/Single Hung; Window Features: Divided Lights - Some - Rowlock Sill  |  Window 8: Window Type: Fixed; Window Features: Divided Lights - All - Stone Sill "	" Entrance 1: Entrance Type: Porch - Full Width - Projecting; Entrance Location: Front Facade "
”DIS.5035"	"REPORTED"	"4579 N ZUNI ST"	"6"	"Basic Survey"	"1622044737"	"1621282064"	"1744494175"	"1928"	"5DV.45955"	"Denver"	"3S"	"68W"	"20"	"ZIEHL & MCLAINS ADDITION B4 L22 & S/2 OF L23"	"Ziehl And McLain's Addition to the City of Denver"	""	""	"1901"	"498615.30207600000"	"4403287.24875000000"	"4579"	"ZUNI"	"N"	"Judy Trompeter"	"false"	"null"	"null"	"Sunnyside"																													"Domestic – Single Dwelling"	"Domestic – Single Dwelling"	"1"	"Residential"	"Bungalow"	"Craftsman"	"Set Back from Sidewalk"	"Fence - Rear; Walkway - Concrete; Wall - Retaining"	"Cross Hip-on-Gable"	"Shingles - Asphalt"	"Brick"	"Brick - Polychromatic; Brick - Patterned; Foundation - Not Visible; Gable Vents; Half-Timbering; Belt Course"	"None Visible"	"None Visible"	"None Visible"	"None Visible"	"None Visible"	"5 - Not Altered"	"5 - Not Altered"	" Associated Building and Objects 1: Building/Object Type: Garage - Detached "	" Window 1: Window Type: Fixed; Window Features: Rowlock Sill - Picture Window  |  Window 2: Window Type: Casement; Window Features: Rowlock Sill  |  Window 3: Window Type: Fixed - Double/Single Hung; Window Features: Rowlock Sill - Tripartite Window  |  Window 4: Window Type: Double/Single Hung; Window Features: Paired Windows - Rowlock Sill  |  Window 5: Window Type: Double/Single Hung; Window Features: Rowlock Sill  |  Window 6: Window Type: Unknown Window Type; Window Features: None "	" Entrance 1: Entrance Type: Porch - Full Width - Projecting; Entrance Location: Front Facade "
”DIS.6800"	"REPORTED"	"2747 W DENVER PL"	"6"	"Basic Survey"	"1629991714"	"1628024908"	"1742591806"	"1912"	"5DV.48076"	"Denver"	"3S"	"68W"	"20"	"L 15 & E 2FT OF L 14 BLK 2 & 5FT STRIP ADJ ON E KURTZ PL 2ND FLG"	"Kurtz Place 2nd Filing"	""	""	"1913"	"498158.62627900000"	"4402279.80488000000"	"2747"	"DENVER"	"W"	"Chris Geddes"	"false"	"null"	"null"	"Sunnyside"																													"Domestic – Single Dwelling"	"Domestic – Single Dwelling"	"1"	"Residential"	"Bungalow"	"Craftsman"	"Set Back from Sidewalk"	"Denver Roll; Fence - Left Side; Fence - Right Side; Walkway - Concrete; Fence - Rear"	"Hipped"	"Shingles - Asphalt"	"Brick"	"Half-Timbering; Masonry Bay; Foundation - Not Visible"	"None Visible"	"None Visible"	"None Visible"	"None Visible"	"None Visible"	"5 - Not Altered"	"5 - Not Altered"		" Window 1: Window Type: Fixed; Window Features: Divided Lights - All - Dormer Window  |  Window 2: Window Type: Fixed - Casement; Window Features: Divided Lights - Some - Tripartite Window - Stone Sill  |  Window 3: Window Features: Divided Lights - Some - Stone Sill - Grouped Windows; Window Type: Double/Single Hung  |  Window 4: Window Type: Unknown Window Type; Window Features: Stone Sill "	" Entrance 1: Entrance Type: Porch - Full Width - Projecting; Entrance Location: Front Facade "
”DIS.6592"	"REPORTED"	"2744 W 39TH AVE"	"6"	"Basic Survey"	"1629997183"	"1628024908"	"1742593867"	"1929"	"5DV.47868"	"Denver"	"3S"	"68W"	"20"	"T3 R68 S20 SE/4 & T3 R68 S20 DIF BOOK 3145-058"	"Kurtz Place 2nd Filing"	""	""	"1913"	"498155.93805700000"	"4402333.13794000000"	"2744"	"39TH"	"W"	"Charlotte Willard"	"false"	"null"	"null"	"Sunnyside"																													"Domestic – Single Dwelling"	"Domestic – Single Dwelling"	"1"	"Residential"	"Bungalow"	"Craftsman"	"Set Back from Sidewalk"	"Denver Roll; Fence - Rear; Walkway - Concrete; Fence - Left Side"	"Side Gable"	"Shingles - Asphalt"	"Brick"	"Belt Course; Brick - Polychromatic; Brick - Patterned; Foundation - Not Visible; Half-Timbering"	"None Visible"	"None Visible"	"None Visible"	"None Visible"	"None Visible"	"5 - Not Altered"	"5 - Not Altered"	" Associated Building and Objects 1: Building/Object Type: Shed or Storage Building "	" Window 1: Window Type: Double/Single Hung; Window Features: Divided Lights - Some - Paired Windows - Rowlock Sill  |  Window 2: Window Type: Double/Single Hung; Window Features: Divided Lights - Some - Rowlock Sill  |  Window 3: Window Features: Divided Lights - All; Window Type: Hopper/Awning  |  Window 4: Window Type: Fixed; Window Features: Divided Lights - All - Dormer Window - Tripartite Window  |  Window 5: Window Type: Double/Single Hung; Window Features: Divided Lights - Some - Tripartite Window - Rowlock Sill "	" Entrance 1: Entrance Type: Porch - Partial Width - Projecting; Entrance Location: Front Facade "
”DIS.5557"	"REPORTED"	"4400 N WYANDOT ST 2223 W 44TH AVE "	"6"	"Basic Survey"	"1624549727"	"1623107451"	"1743184086"	"1929"	"5DV.46470"	"Denver"	"3S"	"68W"	"21"	"LTS 14 & 15 BLK 2 CASEYS SUB"	"CASEY'S SUBDIVISION OF A PORTION OF NORTH HIGHLANDS"	""	""	"1890"	"498767.16455300000"	"4402976.25412000000"	"4400/2223"	"WYANDOT/44TH"	"W/N"	"Chris Geddes"	"false"	"null"	"null"	"Sunnyside"																													"Domestic – Single Dwelling"	"Domestic – Single Dwelling"	"1"	"Residential"	"Bungalow"	"Craftsman"	"Corner; Set Back from Sidewalk"	"Fence - Rear; Walkway - Concrete; Wall - Retaining; Fence - Left Side"	"Hipped"	"Shingles - Asphalt"	"Brick"	"Brick - Polychromatic; Brick - Patterned; Foundation - Not Visible; Masonry Bay; Belt Course"	"None Visible"	"None Visible"	"None Visible"	"None Visible"	"None Visible"	"5 - Not Altered"	"5 - Not Altered"	" Associated Building and Objects 1: Building/Object Notes: Former garage now 2223 W 44th ave ; Building/Object Type: Accessory Dwelling Unit (ADU) "	" Window 1: Window Type: Double/Single Hung; Window Features: Divided Lights - Some - Rowlock Sill - Grouped Windows  |  Window 2: Window Type: Double/Single Hung; Window Features: Divided Lights - Some - Rowlock Sill  |  Window 3: Window Type: Casement; Window Features: Paired Windows - Rowlock Sill  |  Window 4: Window Type: Casement; Window Features: Divided Lights - All - Dormer Window - Paired Windows  |  Window 5: Window Type: Fixed; Window Features: Divided Lights - All  |  Window 6: Window Type: Fixed; Window Features: Dormer Window  |  Window 7: Window Type: Hopper/Awning; Window Features: Rowlock Sill "	" Entrance 1: Entrance Type: Porch - Full Width - Projecting; Entrance Location: Front Facade "
”DIS.4693"	"REPORTED"	"2651 W 46TH AVE"	"6"	"Basic Survey"	"1621097117"	"1620086249"	"1743198615"	"1932"	"5DV.45623"	"DENVER"	"3S"	"68W"	"20"	"HOMERS ADDITION B2 E 50FT OF L20 TO 24"	"Block 2 Homer's Addition"	""	""	"1905"	"498283.3135"	"4403382.834"	"2651"	"46TH"	"W"	"Charlotte Willard"	"false"	"null"	"null"	"Sunnyside"																													"Domestic – Single Dwelling"	"Domestic – Single Dwelling"	"1"	"Residential"	"Bungalow"	"Craftsman"	"Set Back from Sidewalk"	"Built-In Planters; Fence - Left Side; Fence - Ornamental; Fence - Right Side; Wall - Retaining; Walkway - Concrete"	"Cross Hip-on-Gable"	"Shingles - Asphalt"	"Brick"	"Belt Course; Brick - Patterned; Foundation - Not Visible; Gable Vents; Half-Timbering; Brick - Polychromatic"	"None Visible"	"None Visible"	"None Visible"	"None Visible"	"None Visible"	"5 - Not Altered"	"5 - Not Altered"	" Associated Building and Objects 1: Building/Object Type: Garage - Detached "	" Window 1: Window Type: Double/Single Hung; Window Features: Decorative Surround - Rowlock Sill - Divided Lights - Some  |  Window 2: Window Type: Double/Single Hung; Window Features: Decorative Surround - Paired Windows - Rowlock Sill - Divided Lights - Some  |  Window 3: Window Type: Fixed; Window Features: Decorative Surround - Rowlock Sill "	" Entrance 1: Entrance Type: Porch - Full Width - Projecting; Entrance Location: Front Facade " 
