"id"	"status"	"address"	"attributesDefinitionId"	"surveyLevel"	"surveyedAt"	"createdAt"	"updatedAt"	"yearBuilt"	"smithsonianNumber"	"city"	"township"	"range"	"section"	"legalDescription"	"additionName"	"block"	"lot"	"platYear"	"utmEasting"	"utmNorthing"	"streetNumber"	"streetName"	"streetDirection"	"surveyor"	"additionalNeeded"	"quarterSection"	"quarterQuarterSection"	"regionName"	"General Architectural Notes"	"Historical Notes"	"Alteration-Other"	"Historic Name"	"Year Built"	"Year Built Source"	"Architect"	"Architect Source"	"Builder"	"Builder Source"	"Original Owner"	"Original Owner Source"	"Historical Background"	"Sources of Information"	"Period of Significance"	"Statement of Significance"	"Assessment of Integrity"	"NR District Potential"	"Building Plan"	"Roof Features"	"Additional Cladding"	"Local Evaluation - Individual"	"Local Criteria"	"Local Evaluation - District"	"NR Evaluation - Individual"	"NR Evaluation - District"	"NR Areas of Significance"	"NR Criteria"	"Original Use"	"Current Use"	"Building Category"	"Building Form"	"Architectural Style"	"Setting"	"Roof Type"	"Roof Materials"	"Primary Cladding"	"Alteration Level"	"Alterations-Additions"	"Alterations-Entrances"	"Alterations-Roof"	"Alterations-Cladding"	"Alterations-Windows"	"Stories"	"Landscape Features"	"Wall Features"	"Integrity Rating"	"Associated Building and Objects"	"Window"	"Entrance"	"Chimney"
”DIS.5161"	"REPORTED"	"4591 N BEACH CT"	"6"	"Basic Survey"	"1621620807"	"1621282064"	"1744653233"	"1958"	"5DV.46081"	"Denver"	"3S"	"68W"	"20"	"ZIEHL & MCLAINS ADDITION B2 L28 & S/2 OF L29"	"Ziehl And McLain's Addition to the City of Denver"	""	""	"1901"	"498418.63621200000"	"4403334.88941000000"	"4591"	"BEACH"	"N"	"Charlotte Willard"	"false"	"null"	"null"	"Sunnyside"																													"Domestic – Single Dwelling"	"Domestic – Single Dwelling"	"Residential"	"Minimal Traditional"	"Ranch"	"Set Back from Sidewalk"	"Hipped"	"Shingles - Concrete"	"Brick"	"5 - Not Altered"	"None Visible"	"None Visible"	"None Visible"	"None Visible"	"None Visible"	"1"	"Built-In Planters; Fence - Rear; Walkway - Concrete; Wall - Retaining"	"Brick - Polychromatic; Foundation - Concrete; Brick - Patterned"	"5 - Not Altered"	" Associated Building and Objects 1: Building/Object Type: Garage - Detached "	" Window 1: Window Type: Sliding; Window Features: Rowlock Sill  |  Window 2: Window Type: Fixed - Sliding; Window Features: Tripartite Window - Rowlock Sill "	" Entrance 1: Entrance Location: Front Facade; Entrance Type: Stoop - Low "	
”DIS.5446"	"REPORTED"	"4622 N VALLEJO ST"	"6"	"Basic Survey"	"1623168781"	"1622155504"	"1744403811"	"1949"	"5DV.46360"	"Denver"	"3S"	"68W"	"21"	"S 50FT OF N 100FT OF PLOT 3 EXC A RECTANGULAR PARCEL IN SE COR APPROX 14.81FT X 13FT BLK 16 N HIGHLANDS"	"North Highlands"	""	""	"1873"	"498934.40781500000"	"4403400.11978000000"	"4622"	"VALLEJO"	"N"	"Suzy LaViolette"	"false"	"null"	"null"	"Sunnyside"	"Batten decorative surround on front windows"																												"Domestic – Single Dwelling"	"Domestic – Single Dwelling"	"Residential"	"Minimal Traditional"	"No Clear Architectural Style"	"Set Back from Sidewalk"	"Hipped"	"Shingles - Asphalt"	"Siding - Horizontal, Wood"	"5 - Not Altered"	"None Visible"	"None Visible"	"None Visible"	"None Visible"	"None Visible"	"1"	"Built-In Planters; Driveway - Solid; Fence - Front; Fence - Left Side; Fence - Rear; Fence - Right Side; Walkway - Concrete"	"Foundation - Concrete"	"5 - Not Altered"	" Associated Building and Objects 1: Building/Object Type: Garage - Detached "	" Window 1: Window Type: Casement - Fixed; Window Features: Divided Lights - Some - Transom - Tripartite Window  |  Window 2: Window Type: Casement - Fixed; Window Features: Decorative Surround - Divided Lights - Some - Transom - Paired Windows  |  Window 3: Window Type: Casement; Window Features: None  |  Window 4: Window Features: Paired Windows; Window Type: Casement "	" Entrance 1: Entrance Type: Porch - Partial Width - Recessed; Entrance Location: Front Facade "	
”DIS.6604"	"REPORTED"	"2795 W 39TH AVE"	"6"	"Basic Survey"	"1629995489"	"1628024908"	"1742597444"	"1942"	"5DV.47880"	"Denver"	"3S"	"68W"	"20"	"L 27 & 28 BLK 2 BILLS BROS ADD"	"Bills Bros' Addition"	""	""	"1917"	"498055.84136000000"	"4402379.26656000000"	"2795"	"39TH"	"W"	"Chris Geddes"	"false"	"null"	"null"	"Sunnyside"																													"Domestic – Single Dwelling"	"Domestic – Single Dwelling"	"Residential"	"Minimal Traditional"	"No Clear Architectural Style"	"Corner; Set Back from Sidewalk"	"Hipped"	"Shingles - Asphalt"	"Brick"	"5 - Not Altered"	"None Visible"	"None Visible"	"None Visible"	"None Visible"	"None Visible"	"1"	"Driveway - Ribbon; Fence - Rear; Walkway - Concrete"	"Brick - Polychromatic; Brick - Patterned; Foundation - Concrete; Belt Course"	"5 - Not Altered"		" Window 1: Window Type: Casement - Fixed; Window Features: Divided Lights - All - Rowlock Sill - Transom - Tripartite Window  |  Window 2: Window Type: Casement - Fixed; Window Features: Rowlock Sill - Transom - Divided Lights - All  |  Window 3: Window Type: Casement - Fixed; Window Features: Divided Lights - All - Paired Windows - Rowlock Sill - Transom "	" Entrance 1: Entrance Type: Porch - Partial Width - Projecting; Entrance Location: Front Facade "	
”DIS.5442"	"REPORTED"	"4591 N VALLEJO ST"	"6"	"Basic Survey"	"1623344093"	"1622155504"	"1744403281"	"1950"	"5DV.46356"	"Denver"	"3S"	"68W"	"21"	"N 48FT OF L 15 & S 5FT OF L 16 BLK 20 N SIDE VILLAGE"	"NORTH SIDE VILLAGE, (A RESUBDIVISION BLOCKS 19 AND 20, NORTH HIGHLANDS)"	""	""	"1942"	"498887.32349300000"	"4403323.98830000000"	"4591"	"VALLEJO"	"N"	"Charlotte Willard"	"false"	"null"	"null"	"Sunnyside"																													"Domestic – Single Dwelling"	"Domestic – Single Dwelling"	"Residential"	"Minimal Traditional"	"No Clear Architectural Style"	"Set Back from Sidewalk"	"Hipped"	"Shingles - Asphalt"	"Shingles - Asbestos"	"5 - Not Altered"	"None Visible"	"None Visible"	"None Visible"	"None Visible"	"None Visible"	"1"	"Driveway - Unpaved; Fence - Front; Fence - Ornamental; Fence - Right Side; Walkway - Concrete; Fence - Left Side"	"Foundation - Concrete"	"5 - Not Altered"	" Associated Building and Objects 1: Building/Object Type: Garage - Detached "	" Window 1: Window Type: Casement; Window Features: Paired Windows  |  Window 2: Window Features: Tripartite Window; Window Type: Fixed - Casement "	" Entrance 1: Entrance Type: Porch - Partial Width - Recessed; Entrance Location: Front Facade "	
”DIS.5400"	"REPORTED"	"4569 N TEJON ST"	"6"	"Basic Survey"	"1623515277"	"1622155504"	"1744325949"	"1959"	"5DV.46314"	"Denver"	"3S"	"68W"	"21"	"S 1.95FT OF E 125FT OF PLOT 1 BLK 21 NORTH HIGHLANDS & E 125FT OF L 25 & 26 BLK 21 NORTH HIGHLANDS WILSONS RESUB"	"WILSON'S RESUBDIVISION OF PART OF BLOCK 21 NORTH HIGHLANDS"	""	""	"1893"	"499024.15447100000"	"4403283.93300000000"	"4569"	"TEJON"	"N"	"Angela Rick"	"false"	"null"	"null"	"Sunnyside"																													"Domestic – Single Dwelling"	"Domestic – Single Dwelling"	"Residential"	"Minimal Traditional"	"No Clear Architectural Style"	"Set Back from Sidewalk"	"Hipped"	"Shingles - Asphalt"	"Brick"	"5 - Not Altered"	"None Visible"	"None Visible"	"None Visible"	"None Visible"	"None Visible"	"1"	"Driveway - Solid; Fence - Left Side; Fence - Rear; Walkway - Concrete"	"Awnings; Brick - Polychromatic; Foundation - Concrete"	"5 - Not Altered"	" Associated Building and Objects 1: Building/Object Type: Garage - Detached  |  Associated Building and Objects 2: Building/Object Type: Carport - Attached "	" Window 1: Window Type: Fixed - Casement; Window Features: Tripartite Window - Rowlock Sill  |  Window 2: Window Type: Casement - Fixed; Window Features: Rowlock Sill - Transom - Tripartite Window - Divided Lights - Some  |  Window 3: Window Type: Casement; Window Features: Rowlock Sill - Tripartite Window  |  Window 4: Window Type: Unknown Window Type; Window Features: None "	" Entrance 1: Entrance Type: Porch - Partial Width - Projecting; Entrance Location: Front Facade "	
”DIS.7029"	"REPORTED"	"4212 N BRYANT ST"	"6"	"Basic Survey"	"1631205949"	"1629479094"	"1744655560"	"1954"	"5DV.48291"	"Denver"	"3S"	"68W"	"20"	"PERRINS SUB RESUB B11 L8 & 9 DIF RCP #0010155 RCD 8-21-86"	"Resubdivision of blocks 1, 2, 3, 10, 11, 12, E. 1/2 13, W. 1/2 14, and 15 of Perrins Subdivision"	""	""	"1887"	"498398.51906800000"	"4402725.42861000000"	"4212"	"BRYANT"	"N"	"Cindy Wolf"	"false"	"null"	"null"	"Sunnyside"																													"Domestic – Single Dwelling"	"Domestic – Single Dwelling"	"Residential"	"Minimal Traditional"	"No Clear Architectural Style"	"Set Back from Sidewalk"	"Hipped; Front Gable"	"Shingles - Asphalt"	"Brick"	"5 - Not Altered"	"None Visible"	"None Visible"	"None Visible"	"None Visible"	"None Visible"	"1"	"Denver Roll; Driveway - Solid; Fence - Rear; Walkway - Concrete"	"Awnings; Brick - Polychromatic; Foundation - Concrete"	"5 - Not Altered"	" Associated Building and Objects 1: Building/Object Type: Garage - Detached "	" Window 1: Window Type: Fixed - Casement; Window Features: Rowlock Sill - Tripartite Window  |  Window 2: Window Features: Rowlock Sill; Window Type: Casement - Fixed  |  Window 3: Window Type: Casement; Window Features: Rowlock Sill  |  Window 4: Window Type: Hopper/Awning; Window Features: None "	" Entrance 1: Entrance Type: Porch - Partial Width - Recessed; Entrance Location: Right Side "	
”DIS.6908"	"REPORTED"	"2731 W 42ND AVE"	"6"	"Basic Survey"	"1629821684"	"1629479094"	"1742845887"	"1946"	"5DV.48170"	"Denver"	"3S"	"68W"	"20"	"BOULEVARD HEIGHTS 2ND FILING BLK 9 SLY 87.60FT L16 & 17"	"Boulevard Heights 2nd Filing being a Resubdivision of Blocks 9, 16, 17, and 18 of Perrin's Subdivision"	""	""	"1889"	"498167.31682000000"	"4402711.00047000000"	"2731"	"42ND"	"W"	"Marcia Heit"	"false"	"null"	"null"	"Sunnyside"			"Garage converted to living space"																										"Domestic – Single Dwelling"	"Domestic – Single Dwelling"	"Residential"	"Minimal Traditional"	"Ranch"	"Set Back from Sidewalk"	"Hipped; Front Gable"	"Shingles - Asphalt"	"Brick"	"4 - Minor Alterations"	"Addition - Rear"	"None Visible"	"None Visible"	"None Visible"	"None Visible"	"1"	"Driveway - Solid; Fence - Rear; Walkway - Concrete"	"Foundation - Concrete"	"5 - Not Altered"	" Associated Building and Objects 1: Building/Object Type: Carport - Attached "	" Window 1: Window Type: Casement - Fixed; Window Features: Rowlock Sill - Transom - Tripartite Window - Divided Lights - Some  |  Window 2: Window Type: Casement; Window Features: Grouped Windows - Rowlock Sill - Transom - Divided Lights - Some  |  Window 3: Window Type: Casement - Fixed; Window Features: Rowlock Sill - Transom  |  Window 4: Window Type: Casement; Window Features: Paired Windows - Transom - Rowlock Sill  |  Window 5: Window Type: Sliding; Window Features: None "	" Entrance 1: Entrance Location: Front Facade; Entrance Type: Porch - Partial Width - Recessed "	
”DIS.4864"	"REPORTED"	"4461 N ELM CT"	"6"	"Basic Survey"	"1622308219"	"1621282064"	"1744657487"	"1945"	"5DV.45785"	"Denver"	"3S"	"68W"	"20"	"CLOUGH ADDITION B2 L40 & 41"	"CLOUGH ADDITION"	""	""	"1926"	"498024.45927600000"	"4403089.58242000000"	"4461"	"ELM"	"N"	"Chris Geddes"	"false"	"null"	"null"	"Sunnyside"																													"Domestic – Single Dwelling"	"Domestic – Single Dwelling"	"Residential"	"Minimal Traditional"	"No Clear Architectural Style"	"Set Back from Sidewalk"	"Cross Gable"	"Shingles - Asphalt"	"Brick"	"5 - Not Altered"	"None Visible"	"None Visible"	"None Visible"	"None Visible"	"None Visible"	"1"	"Built-In Planters; Denver Roll; Walkway - Concrete; Wall - Retaining; Fence - Rear"	"Brick - Polychromatic; Brick - Patterned; Foundation - Concrete; Gable Vents; Shutters"	"5 - Not Altered"	" Associated Building and Objects 1: Building/Object Type: Garage - Detached "	" Window 1: Window Type: Fixed; Window Features: Picture Window - Rowlock Sill  |  Window 2: Window Type: Double/Single Hung; Window Features: Divided Lights - All - Rowlock Sill  |  Window 3: Window Type: Casement; Window Features: Rowlock Sill - Divided Lights - All  |  Window 4: Window Type: Double/Single Hung; Window Features: Divided Lights - All - Paired Windows - Rowlock Sill "	" Entrance 1: Entrance Type: Porch - Partial Width - Projecting; Entrance Location: Left Side "	
”DIS.4544"	"REPORTED"	"4709 N ALCOTT ST"	"6"	"Basic Survey"	"1620329154"	"1620086249"	"1744651839"	"1939"	"5DV.45474"	"DENVER"	"3S"	"68W"	"20"	"NORTH BOULEVARD HEIGHTS B1 L27 & 28"	"NORTH BOULEVARD HEIGHTS"	""	""	"1889"	"498519.6546"	"4403594.761"	"4709"	"ALCOTT"	"N"	"Charlotte Willard"	"false"	"null"	"null"	"Sunnyside"																													"Domestic – Single Dwelling"	"Domestic – Single Dwelling"	"Residential"	"Minimal Traditional"	"English Norman Cottage"	"Set Back from Sidewalk"	"Cross Gable"	"Shingles - Asphalt"	"Brick"	"5 - Not Altered"	"None Visible"	"None Visible"	"None Visible"	"None Visible"	"None Visible"	"1"	"Denver Roll; Fence - Right Side; Walkway - Concrete; Fence - Rear"	"Belt Course; Brick - Polychromatic; Brick - Patterned; Foundation - Not Visible; Gable Vents; Half-Timbering"	"5 - Not Altered"	" Associated Building and Objects 1: Building/Object Type: Garage - Detached "	" Window 1: Window Type: Double/Single Hung - Fixed; Window Features: Divided Lights - Some - Rowlock Sill - Tripartite Window - Decorative Surround  |  Window 2: Window Type: Double/Single Hung; Window Features: Decorative Surround - Divided Lights - Some - Paired Windows - Rowlock Sill  |  Window 3: Window Type: Fixed; Window Features: Divided Lights - All - Rowlock Sill - Decorative Surround  |  Window 4: Window Type: Double/Single Hung; Window Features: Divided Lights - Some - Rowlock Sill - Decorative Surround "	" Entrance 1: Entrance Type: Porch - Partial Width - Projecting; Entrance Location: Front Facade "	
”DIS.6071"	"REPORTED"	"4201-4203 N VALLEJO ST"	"6"	"Basic Survey"	"1626189758"	"1625004210"	"1744404586"	"1953"	"5DV.46942"	"Denver"	"3S"	"68W"	"21"	"LTS 7 & 8 BLK 2 HENRICHS ADD"	"Henrich's Addition"	""	""	"1889"	"498820.47129200000"	"4402706.35598000000"	"4201-4203"	"VALLEJO"	"N"	"Patrick Salazar"	"false"	"null"	"null"	"Sunnyside"																													"Domestic – Multiple Dwelling"	"Domestic – Multiple Dwelling"	"Residential"	"Minimal Traditional"	"No Clear Architectural Style"	"Set Back from Sidewalk; Corner"	"Hipped; Front Gable"	"Shingles - Asphalt"	"Brick"	"5 - Not Altered"	"None Visible"	"None Visible"	"None Visible"	"None Visible"	"None Visible"	"1"	"Fence - Rear; Fence - Right Side; Walkway - Concrete; Wall - Retaining"	"Foundation - Concrete; Quoins; Brick - Patterned"	"5 - Not Altered"		" Window 1: Window Type: Casement; Window Features: Paired Windows - Rowlock Sill - Transom - Divided Lights - Some  |  Window 2: Window Type: Fixed; Window Features: Rowlock Sill - Picture Window  |  Window 3: Window Type: Casement - Fixed; Window Features: Tripartite Window - Rowlock Sill  |  Window 4: Window Type: Fixed; Window Features: Round Window - Rowlock Sill  |  Window 5: Window Type: Casement; Window Features: Paired Windows - Rowlock Sill "	" Entrance 1: Entrance Location: Front Facade; Entrance Type: Porch - Partial Width - Projecting  |  Entrance 2: Entrance Type: Other Entrance Type; Entrance Location: Left Side "	
”DIS.5005"	"REPORTED"	"4515 N CLAY ST"	"6"	"Basic Survey"	"1621613822"	"1621282064"	"1744658731"	"1953"	"5DV.45925"	"Denver"	"3S"	"68W"	"20"	"CARLSON HILL ADDITION B1 L28 & 29"	"Carlson Hill Addition"	""	""	"1924"	"498222.95557000000"	"4403200.63392000000"	"4515"	"CLAY"	"N"	"Suzy LaViolette"	"false"	"null"	"null"	"Sunnyside"																													"Domestic – Single Dwelling"	"Domestic – Single Dwelling"	"Residential"	"Minimal Traditional"	"Ranch"	"Set Back from Sidewalk"	"Hipped"	"Shingles - Asphalt"	"Brick"	"5 - Not Altered"	"None Visible"	"None Visible"	"None Visible"	"None Visible"	"None Visible"	"1"	"Denver Roll; Fence - Left Side; Fence - Rear; Walkway - Concrete"	"Brick - Polychromatic; Foundation - Concrete"	"5 - Not Altered"	" Associated Building and Objects 1: Building/Object Type: Garage - Detached "	" Window 1: Window Type: Fixed; Window Features: Picture Window - Rowlock Sill  |  Window 2: Window Type: Fixed; Window Features: Divided Lights - All - Slot Window - Rowlock Sill  |  Window 3: Window Type: Fixed - Casement; Window Features: Tripartite Window - Rowlock Sill  |  Window 4: Window Type: Double/Single Hung; Window Features: Rowlock Sill  |  Window 5: Window Type: Sliding; Window Features: Rowlock Sill  |  Window 6: Window Type: Fixed - Casement; Window Features: Paired Windows - Transom "	" Entrance 1: Entrance Type: Stoop - High; Entrance Location: Front Facade  |  Entrance 2: Entrance Type: Other Entrance Type; Entrance Location: Left Side "	
”DIS.5732"	"REPORTED"	"4429 N QUIETO CT"	"6"	"Basic Survey"	"1624728072"	"1624464515"	"1744061606"	"1946"	"5DV.46633"	"Denver"	"3S"	"68W"	"21"	"L 18 BLK 5 CHAFFEE PARK SUB"	"CHAFFEE PARK SUBDIVISION"	""	""	"1945"	"499379.21756200000"	"4403031.57239000000"	"4429"	"QUIETO"	"N"	"Chris Geddes"	"false"	"null"	"null"	"Sunnyside"																													"Domestic – Single Dwelling"	"Domestic – Single Dwelling"	"Residential"	"Minimal Traditional"	"No Clear Architectural Style"	"Set Back from Sidewalk"	"Hipped"	"Shingles - Asphalt"	"Shingles - Asbestos"	"5 - Not Altered"	"None Visible"	"None Visible"	"None Visible"	"None Visible"	"None Visible"	"1"	"Driveway - Unpaved; Fence - Left Side; Fence - Rear; Walkway - Concrete; Driveway - Solid"	"Foundation - Concrete; Shutters"	"5 - Not Altered"	" Associated Building and Objects 1: Building/Object Type: Garage - Detached "	" Window 1: Window Type: Double/Single Hung; Window Features: Divided Lights - All  |  Window 2: Window Type: Double/Single Hung; Window Features: Divided Lights - All - Paired Windows "	" Entrance 1: Entrance Type: Stoop - Low; Entrance Location: Front Facade  |  Entrance 2: Entrance Location: Right Side; Entrance Type: Porch - Full Width - Projecting "	
”DIS.6638"	"REPORTED"	"2540 W 40TH AVE"	"6"	"Basic Survey"	"1629396098"	"1628024908"	"1742837800"	"1954"	"5DV.47914"	"Denver"	"3S"	"68W"	"20"	"E 60 FT OF L 1 TO 3 INC RESUB OF L 1 & 2 BLK 23 PERRINS ADDN"	"RE-SUBDIVISION OF LOTS 1 AND 2 BLOCK 23 PERRIN'S ADDITION"	""	""	"1887"	"498415.48166800000"	"4402398.58000000000"	"2540"	"40TH"	"W"	"Chris Geddes"	"false"	"null"	"null"	"Sunnyside"																													"Domestic – Single Dwelling"	"Domestic – Single Dwelling"	"Residential"	"Minimal Traditional"	"No Clear Architectural Style"	"Set Back from Sidewalk"	"Front Gable; Hipped"	"Shingles - Asphalt"	"Brick"	"5 - Not Altered"	"None Visible"	"None Visible"	"None Visible"	"None Visible"	"None Visible"	"1"	"Driveway - Solid; Fence - Historic; Fence - Rear; Fence - Right Side; Walkway - Concrete; Fence - Left Side"	"Brick - Polychromatic; Gable Vents; Foundation - Concrete"	"5 - Not Altered"	" Associated Building and Objects 1: Building/Object Type: Garage - Detached "	" Window 1: Window Type: Casement; Window Features: Paired Windows - Rowlock Sill  |  Window 2: Window Type: Fixed - Casement; Window Features: Divided Lights - Some - Transom - Tripartite Window - Rowlock Sill  |  Window 3: Window Type: Fixed - Casement; Window Features: Rowlock Sill  |  Window 4: Window Type: Hopper/Awning; Window Features: Rowlock Sill "	" Entrance 1: Entrance Type: Porch - Partial Width - Recessed; Entrance Location: Right Side "	
”DIS.6898"	"REPORTED"	"2432 W 42ND AVE"	"6"	"Basic Survey"	"1631207504"	"1629479094"	"1742845678"	"1954"	"5DV.48160"	"Denver"	"3S"	"68W"	"20"	"THE E 84FT OF THE N 62 1/2FT OF THE NW 1/4 OF BLK 13 PERRINS SUB"	"Resubdivision of blocks 1, 2, 3, 10, 11, 12, E. 1/2 13, W. 1/2 14, and 15 of Perrins Subdivision"	""	""	"1887"	"498556.47447000000"	"4402671.05775000000"	"2432"	"42ND"	"W"	"Kimberly Seymour"	"false"	"null"	"null"	"Sunnyside"			"Garage windows were replaced with plaster medallions."																										"Domestic – Single Dwelling"	"Domestic – Single Dwelling"	"Residential"	"Minimal Traditional"	"No Clear Architectural Style"	"Set Back from Sidewalk"	"Hipped"	"Shingles - Asphalt"	"Brick"	"5 - Not Altered"	"None Visible"	"None Visible"	"None Visible"	"None Visible"	"None Visible"	"1"	"Denver Roll; Fence - Rear; Fence - Right Side; Walkway - Concrete"	"Belt Course; Brick - Patterned; Foundation - Concrete; Brick - Polychromatic"	"5 - Not Altered"	" Associated Building and Objects 1: Building/Object Type: Garage - Detached; Building/Object Notes: Historic "	" Window 1: Window Type: Fixed - Casement; Window Features: Rowlock Sill - Tripartite Window - Transom  |  Window 2: Window Type: Casement - Fixed; Window Features: Rowlock Sill - Tripartite Window  |  Window 3: Window Type: Casement; Window Features: Rowlock Sill - Paired Windows "	" Entrance 1: Entrance Type: Porch - Partial Width - Projecting; Entrance Location: Front Facade "	
”DIS.7135"	"REPORTED"	"4110 N ELIOT ST"	"6"	"Basic Survey"	"1630162912"	"1629479094"	"1744661914"	"1955"	"5DV.48397"	"Denver"	"3S"	"68W"	"20"	"L 12 & 13 BLK 17 BOULEVARD HEIGHTS 2ND FLG"	"Boulevard Heights 2nd Filing being a Resubdivision of Blocks 9, 16, 17, and 18 of Perrin's Subdivision"	""	""	"1889"	"497997.73097100000"	"4402587.28023000000"	"4110"	"ELIOT"	"N"	"Chris Geddes"	"false"	"null"	"null"	"Sunnyside"																													"Domestic – Single Dwelling"	"Domestic – Single Dwelling"	"Residential"	"Minimal Traditional"	"Ranch"	"Set Back from Sidewalk"	"Hipped"	"Shingles - Asphalt"	"Brick"	"5 - Not Altered"	"None Visible"	"None Visible"	"None Visible"	"None Visible"	"None Visible"	"1-1/2"	"Fence - Left Side; Walkway - Concrete; Fence - Right Side"	"Brick - Polychromatic; Foundation - Concrete; Brick - Patterned"	"5 - Not Altered"		" Window 1: Window Type: Fixed - Casement; Window Features: Rowlock Sill  |  Window 2: Window Type: Fixed; Window Features: Picture Window - Rowlock Sill  |  Window 3: Window Type: Casement; Window Features: Paired Windows - Rowlock Sill  |  Window 4: Window Type: Casement - Fixed; Window Features: Rowlock Sill - Transom - Tripartite Window - Divided Lights - Some "	" Entrance 1: Entrance Type: Porch - Partial Width - Projecting; Entrance Location: Front Facade "	
”DIS.7077"	"REPORTED"	"4251 N CLAY ST"	"6"	"Basic Survey"	"1631634864"	"1629479094"	"1744658355"	"1945"	"5DV.48339"	"Denver"	"3S"	"68W"	"20"	"L 33 & 34 & N 1/2 OF L 32 BLK 9 BOULEVARD HEIGHTS 2ND FLG"	"Boulevard Heights 2nd Filing being a Resubdivision of Blocks 9, 16, 17, and 18 of Perrin's Subdivision"	""	""	"1889"	"498215.59642100000"	"4402804.17414000000"	"4251"	"CLAY"	"N"	"Suzy LaViolette"	"false"	"null"	"null"	"Sunnyside"			"All original steel windows"																										"Domestic – Single Dwelling"	"Domestic – Single Dwelling"	"Residential"	"Minimal Traditional"	"No Clear Architectural Style"	"Corner; Set Back from Sidewalk"	"Hipped"	"Shingles - Asphalt"	"Brick"	"5 - Not Altered"	"None Visible"	"None Visible"	"None Visible"	"Brick/Stone Painted"	"None Visible"	"1"	"Denver Roll; Fence - Left Side; Fence - Rear; Fence - Right Side; Walkway - Concrete"	"Brick - Patterned; Foundation - Concrete; Rowlock Course"	"5 - Not Altered"	" Associated Building and Objects 1: Building/Object Type: Garage - Detached "	" Window 1: Window Type: Fixed - Casement; Window Features: Rowlock Sill - Tripartite Window - Divided Lights - Some  |  Window 2: Window Type: Casement; Window Features: Divided Lights - All - Rowlock Sill - Paired Windows "	" Entrance 1: Entrance Type: Porch - Partial Width - Projecting; Entrance Location: Left Side  |  Entrance 2: Entrance Type: Stoop - Low; Entrance Location: Right Side "	
”DIS.6884"	"REPORTED"	"2515 W 41ST AVE"	"6"	"Basic Survey"	"1631634613"	"1629479094"	"1742844216"	"1953"	"5DV.48146"	"Denver"	"3S"	"68W"	"20"	"E 15FT OF L 3 ALL L 4 & W 10FT OF L 5 BLK 14 PERRINS SUB FOSTER & RAYS RESUB"	"Resubdivision of E. 1/2 Block 14 Perrins Addition"	""	""	"1889"	"498469.07047000000"	"4402579.17455000000"	"2515"	"41ST"	"W"	"Charlotte Willard"	"false"	"null"	"null"	"Sunnyside"																													"Domestic – Single Dwelling"	"Domestic – Single Dwelling"	"Residential"	"Minimal Traditional"	"No Clear Architectural Style"	"Set Back from Sidewalk"	"Hipped; Front Gable"	"Shingles - Asphalt"	"Brick"	"5 - Not Altered"	"None Visible"	"None Visible"	"None Visible"	"None Visible"	"None Visible"	"1"	"Built-In Planters; Denver Roll; Fence - Rear; Walkway - Concrete"	"Belt Course; Brick - Polychromatic; Foundation - Concrete; Masonry Bay; Brick - Patterned"	"5 - Not Altered"	" Associated Building and Objects 1: Building/Object Type: Shed or Storage Building "	" Window 1: Window Type: Fixed - Casement; Window Features: Rowlock Sill - Tripartite Window - Transom  |  Window 2: Window Type: Casement - Fixed; Window Features: Paired Windows - Rowlock Sill - Transom  |  Window 3: Window Type: Sliding; Window Features: Rowlock Sill  |  Window 4: Window Type: Fixed; Window Features: Rowlock Sill  |  Window 5: Window Type: Fixed; Window Features: Divided Lights - All - Rowlock Sill  |  Window 6: Window Type: Casement; Window Features: Rowlock Sill - Paired Windows  |  Window 7: Window Type: Casement - Double/Single Hung; Window Features: Grouped Windows - Paired Windows - Rowlock Sill "	" Entrance 1: Entrance Type: Porch - Partial Width - Recessed; Entrance Location: Left Side  |  Entrance 2: Entrance Type: Stoop - High; Entrance Location: Left Side "	
”DIS.7688"	"REPORTED"	"4255 N NAVAJO ST"	"6"	"Basic Survey"	"1633193509"	"1632776511"	"1744058710"	"1960"	"5DV.49227"	"Denver"	"3S"	"68W"	"21"	"L 30 & N 1/2 OF L 29 BLK 7 DOWNINGS ADD TO NORTH DENVER"	"Downings Addition to North Denver"	""	""	"1871"	"499614.34978800000"	"4402825.90481000000"	"4255"	"NAVAJO"	"N"	"Chris Geddes"	"false"	"null"	"null"	"Sunnyside"																													"Domestic – Single Dwelling"	"Domestic – Single Dwelling"	"Residential"	"Minimal Traditional"	"Ranch"	"Set Back from Sidewalk; Corner"	"Hipped"	"Shingles - Asphalt"	"Stucco - Historic"	"5 - Not Altered"	"None Visible"	"None Visible"	"None Visible"	"Cladding - All Replaced; Cladding Alterations Appear Historic"	"None Visible"	"1"	"Fence - Left Side; Walkway - Concrete; Wall - Retaining; Fence - Rear"	"Foundation - Concrete"	"5 - Not Altered"		" Window 1: Window Type: Fixed - Casement; Window Features: Tripartite Window - Rowlock Sill  |  Window 2: Window Type: Casement; Window Features: Paired Windows - Rowlock Sill "	" Entrance 1: Entrance Type: Flush Door - No Porch or Stoop; Entrance Location: Front Facade "	
